word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
割れ目,0,0,0,0,0,0,0,0,0,0
恩赦,0,0,0,0,0,0,0,0,0,0
聖職者,0,0,0,0,0,0,0,0,0,0
牧師,0,0,0,0,0,0,0,0,0,0
事務的な,0,0,0,0,0,0,1,0,0,1
店員,0,0,0,0,0,0,0,0,0,0
事務職,0,0,0,0,0,0,0,0,0,0
頭がいい,0,0,0,0,0,0,1,0,0,0
賢さ,0,0,0,0,0,0,1,0,0,0
クリック,0,0,0,0,0,0,0,0,0,0
クライアント,0,0,0,0,0,0,0,0,0,0
顧客,0,0,0,0,0,0,0,0,0,0
崖,0,0,0,1,0,0,0,0,0,0
気候,0,0,0,0,0,0,0,0,0,0
気候学,0,0,0,0,0,0,0,0,0,0
クライマックス,0,1,0,0,1,0,1,0,1,1
登る,0,0,0,0,0,0,0,0,0,0
しがみつく,0,0,0,0,0,0,0,0,0,0
クリップ,0,0,0,0,0,0,0,0,0,0
クリッパー,0,0,0,0,0,0,0,0,0,0
クリッピング,0,0,0,0,0,0,0,0,0,0
派閥,0,0,0,0,0,0,0,0,0,0
マント,0,0,0,0,0,0,0,0,0,0
時計,0,1,0,0,0,0,0,0,0,0
ぜんまい仕掛け,0,0,0,0,0,0,0,0,0,0
詰まり,0,0,0,0,0,0,0,0,0,0
回廊,0,0,0,0,0,1,0,0,0,0
近い,0,0,0,0,0,0,0,0,0,0
閉まっている,0,0,0,0,0,0,0,0,0,0
近さ,0,0,0,0,1,0,1,0,0,1
クローゼット,0,0,0,0,0,0,0,0,0,0
閉鎖,0,1,0,0,1,0,1,1,0,0
血餅,0,0,0,0,0,0,0,0,0,0
布,0,0,0,0,0,0,0,0,0,0
服,0,0,0,0,0,0,1,0,0,0
服,0,0,0,0,0,0,0,0,0,0
物干し綱,0,0,0,0,0,0,0,0,0,0
衣類,0,0,0,0,0,0,0,0,0,0
クラウド,0,0,0,0,0,0,0,0,0,0
曇った,0,0,0,0,0,1,0,1,0,0
曇り,0,0,0,1,0,1,0,0,0,0
曇り,0,0,0,0,0,0,0,1,0,0
クローバー,0,0,0,0,0,0,0,0,0,0
クローブ,0,0,0,0,0,0,0,0,0,0
ピエロ,0,1,0,0,1,0,1,0,1,0
クラブ,0,0,0,0,0,0,0,0,0,0
クラブハウス,0,0,0,0,0,0,0,0,0,0
クラブ,0,0,0,0,0,0,0,0,0,0
ヒント,0,1,0,0,0,0,0,0,0,0
塊,0,0,0,0,0,1,0,0,0,0
不器用,0,0,1,0,0,1,0,0,0,0
集まる,0,0,0,0,0,0,0,0,0,0
クラッチ,0,0,0,0,0,0,0,0,0,0
クラッチ,0,0,0,0,0,0,0,0,0,0
クラッター,0,0,0,0,0,0,0,0,0,0
コーチ,0,0,0,0,0,0,0,0,0,1
凝固,0,0,0,0,0,0,0,0,0,0
石炭,0,0,0,0,0,0,0,0,0,0
合体する,0,0,0,0,0,0,0,0,0,1
連合,0,0,0,0,0,0,1,0,0,0
海岸,0,0,0,0,0,0,1,0,0,0
沿岸の,0,0,0,0,0,0,0,0,0,0
コースター,0,0,0,0,0,0,0,0,0,0
コート,0,0,0,0,0,0,0,0,0,0
コーティング,0,0,0,0,0,0,0,0,0,0
同軸,0,0,0,0,0,0,0,0,0,1
コバルト,0,0,0,0,0,0,0,0,0,0
石畳,0,0,0,0,0,0,0,0,0,0
靴屋,0,0,0,0,0,0,0,0,0,0
コブラ,0,0,0,1,0,0,0,0,0,0
コカイン,0,0,0,0,0,1,0,1,0,0
コック,0,0,0,0,0,0,0,0,0,0
コックピット,0,0,0,0,0,0,0,0,0,0
カクテル,0,0,0,0,0,0,0,0,0,0
ココア,0,0,0,0,0,0,0,0,0,0
繭,0,0,0,0,0,0,0,0,0,0
タラ,0,0,0,0,0,0,0,0,0,0
コード,0,0,0,0,0,0,0,0,0,0
コデックス,0,0,0,0,0,0,0,0,0,0
成文化,0,0,0,0,0,0,0,0,0,0
成文化する,0,0,0,0,0,0,0,0,0,0
係数,0,0,0,0,0,0,0,0,0,0
強制する,1,0,1,1,0,1,0,0,0,0
強要,1,0,1,1,0,1,0,1,0,0
強制的な,0,0,0,0,0,0,0,0,0,0
共存する,0,0,0,0,0,0,1,0,0,1
共存,0,0,0,0,0,0,0,0,0,0
共存,0,0,0,0,0,0,0,0,0,1
コーヒー,0,0,0,0,0,0,0,0,0,0
棺,0,0,0,1,0,1,0,1,0,0
歯車,0,0,0,0,0,0,0,0,0,0
説得力のある,0,0,0,0,0,0,1,0,0,1
同族,0,0,0,0,0,0,0,0,0,0
認知,0,0,0,0,0,0,0,0,0,0
認知,0,0,0,0,0,0,1,0,0,0
同棲,0,0,0,0,0,0,0,0,0,0
コヒーレンス,0,0,0,0,0,0,1,0,0,0
筋の通った,0,0,0,0,0,0,1,0,0,0
凝集,0,0,0,0,0,0,0,0,0,1
まとまりのある,0,0,0,0,0,0,1,0,0,1
コホート,0,0,0,0,0,0,0,0,0,0
コイル,0,0,0,0,0,0,0,0,0,0
とぐろを巻いた,0,0,0,0,0,0,0,0,0,0
コイン,0,0,0,0,0,0,0,0,0,0
貨幣,0,0,0,0,0,0,0,0,0,0
一致,0,0,0,0,0,0,0,0,0,0
一致,0,0,0,0,0,0,0,0,1,0
偶然,0,0,0,0,0,0,0,0,0,0
一致する,0,0,0,0,0,0,0,0,0,0
コークス,0,0,0,0,0,0,0,0,0,0
寒い,0,0,0,0,0,1,0,0,0,0
冷たく,0,0,0,0,0,1,0,0,0,0
冷たさ,1,0,1,1,0,1,0,1,0,0
疝痛,0,0,0,0,0,1,0,0,0,0
協力者,0,0,0,0,0,0,0,0,0,1
崩壊,0,0,1,1,0,1,0,1,0,0
襟,0,0,0,0,0,0,0,0,0,0
照合する,0,0,0,0,0,0,0,0,0,0
担保,0,0,0,0,0,0,0,0,0,1
照合,0,0,0,0,0,0,0,0,0,0
同僚,0,0,0,0,0,0,0,0,0,0
収集,0,0,0,0,0,0,0,0,0,0
集めました,0,0,0,0,0,0,0,0,0,0
コレクション,0,0,0,0,0,0,0,0,0,0
集合的,0,0,0,0,0,0,0,0,0,0
まとめて,0,0,0,0,0,0,1,0,0,1
コレクタ,0,0,0,0,0,0,0,0,0,0
カレッジ,0,0,0,0,0,0,0,0,0,0
大学生,0,0,0,0,0,0,0,0,0,0
衝突する,0,0,0,0,0,0,0,0,0,0
コリー,0,0,0,0,0,0,0,0,0,0
衝突,1,0,0,0,0,1,0,0,0,0
コロケーション,0,0,0,0,0,0,0,0,0,0
口語的な,0,0,0,0,0,0,0,0,0,0
共謀,1,0,1,1,0,1,0,1,0,0
結腸,0,0,0,0,0,0,0,0,0,0
大佐,0,0,0,0,0,0,1,0,0,1
コロニアル,0,0,0,0,0,0,0,0,0,0
コロニー,0,0,0,0,0,0,0,0,0,0
奥付,0,0,0,0,0,0,0,0,0,0
色,0,0,0,0,0,0,0,0,0,0
着色,0,0,0,0,0,0,0,0,0,0
着色された,0,0,0,0,0,0,0,0,0,0
着色,0,0,0,0,0,0,0,0,0,0
無色,0,0,0,0,0,0,0,0,0,0
色,0,0,0,0,0,0,0,0,0,0
巨大な,0,0,0,0,0,0,1,0,0,0
コルト,0,0,0,0,0,0,0,0,0,0
桁,0,0,0,0,0,0,0,0,0,0
柱状,0,0,0,0,0,0,0,0,0,0
昏睡,0,0,0,1,0,1,0,1,0,0
昏睡状態,0,0,0,1,0,1,0,1,0,0
櫛,0,0,0,0,0,0,0,0,0,0
戦闘,1,0,0,1,0,1,0,0,0,0
戦闘員,1,0,0,1,0,1,0,0,0,0
好戦的な,1,0,0,1,0,1,0,0,0,0
組み合わせ,0,0,0,0,0,0,0,0,0,0
コンビナトリアル,0,0,0,0,0,0,0,0,0,0
混ぜる,0,0,0,0,0,0,0,0,0,0
組み合わせた,0,0,0,0,0,0,0,0,0,0
可燃性,0,0,0,0,0,0,0,0,0,0
燃焼,0,0,0,0,0,0,0,0,0,0
コメディ,0,0,0,0,0,0,0,0,0,0
彗星,0,0,0,0,0,0,0,0,0,0
快適,0,1,0,0,1,0,1,0,0,1
掛け布団,0,0,0,0,0,0,0,0,0,0
漫画,0,0,0,0,0,0,0,0,0,0
コミカル,0,0,0,0,0,0,0,0,0,0
到来,0,1,0,0,0,0,0,0,0,0
コンマ,0,0,0,0,0,0,0,0,0,0
指図,0,0,0,0,0,0,0,0,0,0
司令官,0,0,0,0,0,0,1,0,0,1
司令官,0,0,0,0,0,0,0,0,0,0
命令する,0,0,0,0,0,0,1,0,0,1
記念する,0,1,0,0,1,0,1,1,0,0
記念,0,1,0,0,1,0,1,0,0,0
記念,0,1,0,0,0,0,1,0,0,0
始める,0,0,0,0,0,0,0,0,0,0
褒める,0,0,0,0,0,0,1,0,0,0
賞賛に値する,0,0,0,0,1,0,1,0,0,1
相応の,0,0,0,0,0,0,0,0,0,0
コメント,0,0,0,0,0,0,0,0,0,0
解説,0,0,0,0,0,0,0,0,0,0
コメンテーター,0,0,0,0,0,0,1,0,0,0
商業,0,0,0,0,0,0,0,0,0,1
商業,0,0,0,0,0,0,0,0,0,0
売店,0,0,0,0,0,0,0,0,0,0
手数料,0,0,0,0,0,0,0,0,0,1
コミッショナー,0,0,0,0,0,0,0,0,0,0
専念,0,0,0,0,0,0,0,0,0,0
コミットメント,0,0,0,0,0,1,0,1,0,0
関与する,0,0,0,0,0,0,1,0,0,1
委員会,0,0,0,0,0,0,0,0,0,1
商品,0,0,0,0,0,0,0,0,0,0
提督,0,0,0,0,0,0,1,0,0,1
一般,0,0,0,0,0,0,0,0,0,0
普通に,0,0,0,0,0,0,0,0,0,0
ありふれた,0,1,0,0,0,0,0,0,0,1
コモンズ,0,0,0,0,0,0,0,0,0,0
連邦,0,0,0,0,0,0,1,0,0,1
騒ぎ,1,0,0,0,0,1,0,0,0,0
コミューン,0,0,0,0,0,0,0,0,0,0
通信可能な,0,0,0,0,0,0,0,0,0,0
伝える,0,0,0,0,0,0,1,0,0,1
コミュニケーション,0,0,0,0,0,0,0,0,0,1
コミュニケーション,0,0,0,0,0,0,1,0,0,0
交わり,0,0,0,0,1,0,1,0,0,1
共産主義,1,0,0,1,0,1,0,1,0,0
共産主義者,0,0,0,0,0,1,0,0,0,0
コミュニティ,0,0,0,0,0,0,1,0,0,0
整流,0,0,0,0,0,0,1,0,0,0
交換可能な,0,0,0,0,0,0,0,0,0,0
通勤,0,0,0,0,0,0,1,0,0,0
通勤者,0,0,0,0,0,0,0,0,0,0
コンパクト,0,0,0,0,0,0,0,0,0,1
圧縮,0,0,0,0,0,0,0,0,0,0
コンパクトさ,0,0,0,0,0,0,0,0,0,0
仲間,0,0,0,0,1,0,1,0,0,1
交際,0,0,0,0,0,0,0,0,0,0
会社,0,0,0,0,0,0,0,0,0,0
同程度の,0,0,0,0,0,0,0,0,0,0
比較,0,0,0,0,0,0,0,0,0,0
比較的,0,0,0,0,0,0,0,0,0,0
比較,0,0,0,0,0,0,0,0,0,0
区画,0,0,0,0,0,0,0,0,0,0
方位磁針,0,0,0,0,0,0,0,0,0,1
思いやり,0,0,0,1,0,0,1,0,0,0
思いやりのある,0,0,0,0,0,0,1,0,0,0
互換性,0,0,0,0,0,0,1,0,0,0
互換性,0,0,0,0,0,0,1,0,0,0
強います,0,0,0,0,0,0,0,0,0,0
強制された,0,0,0,0,0,0,0,0,0,0
説得力のある,0,0,0,0,0,0,1,0,0,0
大要,0,0,0,0,0,0,0,0,0,0
補償,0,1,0,0,1,0,1,0,1,1
補償,0,0,0,0,0,0,0,0,0,0
代償的な,0,0,0,0,0,0,1,0,0,0
能力,0,0,0,0,0,0,1,0,0,1
能力,0,0,0,0,0,0,1,0,0,1
有能,0,0,0,0,0,0,1,0,0,1
競争,0,1,0,0,0,1,0,0,0,0
競争力,0,0,0,0,0,0,0,0,0,0
競合他社選手,0,0,0,0,0,0,0,0,0,0
コンパイル,0,0,0,0,0,0,0,0,0,0
コンパイル,0,0,0,0,0,0,0,0,0,0
自己満足,0,0,0,0,0,0,1,0,0,0
自己満足,0,0,0,0,0,0,0,0,0,0
不平をいう,1,0,0,0,0,1,0,1,0,0
苦情文句,1,0,0,0,0,1,0,0,0,0
補体,0,1,0,0,1,0,1,0,1,1
補完的,0,0,0,0,0,0,1,0,0,0
完了,0,0,0,0,0,0,0,0,0,0
完全に,0,0,0,0,0,0,1,0,0,0
完全,0,0,0,0,0,0,1,0,0,0
完了,0,1,0,0,1,0,1,0,0,0
完了,0,1,0,0,1,0,1,0,0,0
繁雑,0,0,0,0,0,0,0,0,0,0
複雑な,0,0,0,0,0,1,0,0,0,0
顔色,0,0,0,0,0,0,0,0,0,0
複雑,0,0,0,0,0,1,0,0,0,0
コンプライアンス,0,0,0,0,0,0,1,0,0,1
準拠している,0,0,0,0,0,0,1,0,0,0
複雑な,1,0,0,0,0,1,0,0,0,0
複雑,0,0,0,0,0,1,0,0,0,0
合併症,0,0,0,0,0,1,0,0,0,0
共謀,0,0,0,0,0,1,1,0,0,0
褒め言葉,0,1,0,0,1,0,1,0,1,1
準拠,0,0,0,0,0,0,0,0,0,0
準拠している,0,0,0,0,0,0,0,0,0,0
コンポ,0,0,0,0,0,0,0,0,0,0
成分,0,0,0,0,0,0,0,0,0,0
作成する,0,0,0,0,0,0,0,0,0,0
作曲,0,0,0,0,0,0,1,0,0,0
作曲,0,0,0,0,0,0,1,0,0,0
複合,0,0,0,0,0,0,0,0,0,0
構成,0,0,0,0,0,0,0,0,0,0
堆肥,0,0,1,0,0,1,0,0,0,0
落ち着き,0,0,0,0,0,0,1,0,0,0
化合物,0,0,0,0,0,0,0,0,0,0
理解する,0,0,0,0,0,0,1,0,0,0
理解,0,0,0,0,0,0,0,0,0,0
包括的,0,0,0,0,0,0,1,0,0,0
圧縮する,1,0,0,0,0,0,0,0,0,0
圧縮された,0,0,0,0,0,0,0,0,0,0
圧縮可能,0,0,0,0,0,0,0,0,0,0
圧縮,0,0,0,0,0,0,0,0,0,0
含む,0,0,0,0,0,0,0,0,0,0
妥協,0,0,0,0,0,0,0,0,0,0
会計士,0,0,0,0,0,0,0,0,0,1
強制,1,0,0,0,0,1,0,0,0,0
義務,0,0,0,0,0,1,0,0,0,0
計算可能,0,0,0,0,0,0,0,0,0,0
計算,0,0,0,0,0,0,0,0,0,0
計算する,0,0,0,0,0,0,0,0,0,0
コンピューター,0,0,0,0,0,0,0,0,0,0
同志,0,0,0,0,0,0,1,0,0,1
詐欺,0,0,0,0,0,0,0,0,0,0
連結,0,0,0,0,0,0,0,0,0,0
凹面,0,0,0,0,0,0,0,0,0,0
隠す,0,0,0,0,0,1,0,1,0,0
隠した,0,1,0,1,0,1,0,0,1,0
隠蔽,1,1,0,1,0,1,0,0,0,0
うぬぼれ,0,0,0,0,0,1,0,0,0,0
うぬぼれた,0,0,0,0,0,1,0,0,0,0
考えられる,0,0,0,0,0,0,0,0,0,0
集中,0,0,0,0,0,0,0,0,0,0
集中,0,0,0,0,0,0,0,0,0,0
同心,0,0,0,0,0,0,1,0,0,0
概念,0,0,0,0,0,0,0,0,0,0
懸念,0,0,0,0,0,0,0,0,0,0
心配している,0,0,0,1,0,0,0,1,0,0
コンサート,0,0,0,0,0,0,0,0,0,0
租界,0,0,0,0,0,0,0,0,0,0
譲歩的な,0,0,0,0,0,0,0,0,0,0
コンシェルジュ,0,0,0,0,0,0,0,0,0,0
調停,0,0,0,0,1,0,1,0,0,1
簡潔,0,0,0,0,0,0,0,0,0,0
コンクラーベ,0,0,0,0,0,0,0,0,0,0
結論,0,0,0,0,0,0,0,0,0,0
結論,0,0,0,0,0,0,1,0,0,0
結論,0,0,0,0,0,0,0,0,0,0
調合,0,0,0,0,0,0,0,0,0,0
随伴,0,0,0,0,0,0,0,0,0,0
コンコルド,0,0,0,0,0,0,1,0,0,1
一致,0,0,0,0,0,0,1,0,0,1
コンクール,0,0,0,0,0,0,0,0,0,0
コンコース,0,0,0,0,0,0,0,0,0,0
コンクリート,0,0,0,0,0,0,0,0,0,0
同意,0,0,0,0,0,0,0,0,0,0
同時,0,0,0,0,0,0,0,0,0,0
同意,0,0,0,0,0,0,0,0,0,0
脳震盪,1,0,0,0,0,1,0,1,0,0
非難する,1,0,0,0,0,1,0,0,0,0
非難,1,1,1,1,0,1,0,1,0,0
結露,0,0,0,0,0,0,0,0,0,0
凝縮された,0,0,0,0,0,0,0,0,0,0
見下すような,0,0,0,0,0,1,0,0,0,0
軽蔑,1,0,1,0,0,1,0,1,0,0
調味料,0,0,0,0,0,0,0,0,0,0
調子,0,0,0,0,0,0,0,0,0,0
条件付き,0,0,0,0,0,0,0,0,0,0
条件付きで,0,0,0,0,0,0,0,0,0,0
条件付き,0,0,0,0,0,0,0,0,0,0
条件,0,0,0,0,0,0,0,0,0,0
お悔やみ,0,0,0,0,0,0,1,1,0,0
大目に見る,0,0,0,0,0,0,1,0,0,0
助けになる,0,0,0,0,0,0,1,0,0,0
行為,0,0,0,0,0,0,0,0,0,0
伝導,0,0,0,0,0,0,0,0,0,0
導電率,0,0,0,0,0,0,1,0,0,0
導体,0,0,0,0,0,0,0,0,0,0
導管,0,0,0,0,0,0,0,0,0,0
円錐,0,0,0,0,0,0,0,0,0,0
同盟国,0,0,0,0,0,0,1,0,0,1
連合,0,0,0,0,0,0,0,0,0,0
与える,0,0,0,0,0,0,0,0,0,0
会議,0,0,0,0,0,0,0,0,0,0
告白する,0,0,0,0,0,1,1,0,0,1
告白,0,1,0,1,0,1,0,1,1,0
告白的な,0,0,0,1,0,0,0,0,0,1
告白,0,0,0,0,0,0,0,0,0,0
打ち明ける,0,0,0,0,0,0,0,0,0,1
自信,0,0,0,1,1,0,1,0,0,1
自信満々,0,0,0,0,1,0,1,0,0,1
機密,0,0,0,0,0,0,0,0,0,1
内密に,0,0,0,0,0,0,0,0,0,1
構成,0,0,0,0,0,0,0,0,0,0
閉じ込める,1,0,0,1,0,1,0,1,0,0
閉じ込められた,1,0,1,1,0,1,0,1,0,0
監禁,1,0,0,1,0,1,0,1,0,0
限定する,0,0,0,0,0,0,0,0,0,0
確認,0,0,0,0,0,0,0,0,0,0
確認,0,0,0,0,0,0,0,0,0,1
確認的,0,0,0,0,0,0,0,0,0,0
確認済み,0,0,0,0,0,0,1,0,0,1
没収する,1,0,0,0,0,1,0,1,0,0
没収,0,0,0,0,0,1,0,0,0,0
大火,1,0,0,1,0,1,0,0,0,0
対立,1,0,0,1,0,1,0,1,0,0
矛盾している,0,0,0,0,0,1,0,0,0,0
合流,0,0,0,0,0,0,0,0,0,0
適合性,0,0,0,0,0,0,1,0,0,0
コンフォメーション,0,0,0,0,0,0,0,0,0,0
適合,0,0,0,0,0,0,0,0,0,1
困惑させる,0,0,0,0,0,1,0,0,0,0
困惑した,0,0,0,0,0,1,0,0,0,0
直面する,1,0,0,0,0,0,0,0,0,0
混乱,0,0,0,0,0,1,0,0,0,0
錯乱,1,0,0,1,0,1,0,0,0,0
気の合う,0,0,0,0,0,0,1,0,0,0
先天性,0,0,0,0,0,0,0,0,0,0
混雑,0,0,0,0,0,1,0,0,0,0
コングロマリット,0,0,0,0,0,0,0,0,0,1
集塊,0,0,0,0,0,0,0,0,0,0
おめでとう,0,0,0,0,1,0,1,0,0,0
集まる,0,0,0,0,0,0,0,0,0,0
会衆,0,0,0,0,0,0,1,0,0,1
会議,0,0,1,0,0,0,0,0,0,1
議会の,0,0,0,0,0,0,0,0,0,0
議員,0,0,0,0,0,0,0,0,0,1
合同,0,0,0,0,0,0,1,0,0,1
円錐曲線,0,0,0,0,0,0,0,0,0,0
円錐形,0,0,0,0,0,0,0,0,0,0
推測,0,1,0,0,0,0,0,0,0,0
夫婦,0,0,0,0,0,0,0,0,0,0
共役,0,0,0,0,0,0,0,0,0,0
活用,0,0,0,0,0,0,0,0,0,0
結合,0,0,0,0,0,0,0,0,0,0
接続詞,0,0,0,0,0,0,0,0,0,0
想起させる,0,1,0,0,0,0,0,0,1,0
手品,0,0,0,0,0,1,0,0,0,0
接続,0,0,0,0,0,0,0,0,0,0
接続済み,0,0,0,0,0,0,0,0,0,0
繋がり,0,0,0,0,0,0,0,0,0,0
コネクティブ,0,0,0,0,0,0,0,0,0,1
目利き,0,0,0,0,1,0,1,0,0,1
征服する,0,0,0,0,0,0,0,0,0,0
征服者,0,0,0,0,0,0,0,0,0,0
征服,1,0,0,1,0,1,0,0,0,0
良心,0,0,0,0,0,0,1,0,0,1
良心的,0,0,0,0,0,0,1,0,0,1
意識,0,0,0,0,0,0,1,0,0,0
徴兵,0,0,0,0,0,0,0,0,0,0
奉献,0,1,0,0,1,0,1,1,0,1
連続,0,0,0,0,0,0,0,0,0,0
同意,0,0,0,0,0,0,0,0,0,0
同意する,0,0,0,0,0,0,0,0,0,0
結果,0,0,0,0,0,0,0,0,0,0
結果的な,0,1,0,0,0,0,0,0,0,0
保全,0,1,0,0,0,0,1,0,0,1
保守主義,0,0,0,0,0,0,0,0,0,0
保守的,0,0,0,0,0,0,0,0,0,0
コンサバトリー,0,0,0,0,0,0,0,0,0,0
節約する,0,0,0,0,0,0,1,0,0,0
かなり,0,0,0,0,0,0,1,0,0,0
思いやりのある,0,0,0,0,0,0,1,0,0,1
荷受人,0,0,0,0,0,0,0,0,0,0
委託品,0,0,0,0,0,0,0,0,0,0
一貫性,0,0,0,0,0,0,1,0,0,1
一貫性のある,0,0,0,0,0,0,0,0,0,0
慰め,0,0,0,0,0,0,0,0,0,0
コンソール,0,0,0,0,0,0,1,1,0,0
統合する,0,0,0,0,0,0,0,0,0,0
連結,0,0,0,0,0,0,0,0,0,0
子音,0,0,0,0,0,0,1,0,0,0
配偶者,0,0,0,0,0,0,0,0,0,1
目立つ,0,0,0,0,0,0,0,0,0,0
陰謀,0,0,0,1,0,0,0,0,0,0
共謀者,1,1,1,1,0,1,0,0,0,0
共謀する,0,0,0,1,0,1,0,0,0,0
巡査,0,0,0,0,0,0,0,0,0,1
恒常,0,0,0,0,0,0,1,0,0,1
絶え間ない,0,0,0,0,0,0,1,0,0,1
常に,0,0,0,0,0,0,0,0,0,1
星座,0,0,0,0,0,0,0,0,0,0
驚愕,1,0,0,1,0,1,0,0,0,0
便秘,0,0,1,0,0,1,0,0,0,0
成分,0,0,0,0,0,0,0,0,0,0
成分,0,0,0,0,0,0,0,0,0,0
構成する,0,0,0,0,0,0,0,0,0,1
憲法,0,0,0,0,0,0,0,0,0,0
合憲,0,0,0,0,0,0,1,0,0,1
合憲,0,0,0,0,0,0,0,0,0,0
拘束する,0,0,0,1,0,1,0,0,0,0
拘束された,0,0,0,0,0,1,0,0,0,0
制約,1,0,0,1,0,1,0,1,0,0
構築する,0,0,0,0,0,0,1,0,0,0
工事,0,0,0,0,0,0,0,0,0,0
解釈する,0,0,0,0,0,0,0,0,0,0
領事,0,0,0,0,0,0,0,0,0,1
相談する,0,0,0,0,0,0,0,0,0,1
相談,0,0,0,0,0,0,0,0,0,0
消費,0,0,0,0,0,0,0,0,0,0
消費する,0,0,0,0,0,0,0,0,0,0
完璧な,0,0,0,0,0,0,1,0,0,0
完結,0,0,0,0,0,0,0,0,0,0
消費,0,0,0,0,0,0,0,0,0,0
コンタクト,0,0,0,0,0,0,1,0,0,0
伝染,0,1,1,1,0,1,0,0,0,0
伝染性,0,0,1,1,0,1,0,0,0,0
封じ込め,0,0,0,0,0,0,0,0,0,0
汚染する,0,0,1,0,0,1,0,0,0,0
汚染された,0,0,1,1,0,1,0,1,0,0
汚染,0,0,1,0,0,1,0,0,0,0
熟考する,0,0,0,0,0,0,0,0,0,0
熟考,0,0,0,0,0,0,1,0,0,0
瞑想的な,0,0,0,0,0,0,0,0,0,0
同時代の,0,0,0,0,0,0,0,0,0,0
コンテンポラリー,0,0,0,0,0,0,0,0,0,0
軽蔑,1,0,1,1,0,1,0,0,0,0
卑劣な,1,0,1,0,0,1,0,0,0,0
軽蔑的な,1,0,0,0,0,1,0,0,0,0
争っている,0,0,0,0,0,0,0,0,0,0
コンテンツ,0,0,0,0,1,0,1,0,0,1
競合,0,0,0,0,0,0,0,0,0,0
物議をかもす,1,0,1,1,0,1,0,0,0,0
コンテンツ,0,0,0,0,0,0,0,0,0,0
環境,0,0,0,0,0,0,0,0,0,0
連続した,0,0,0,0,0,0,0,0,0,0
失禁,0,0,0,0,0,0,0,0,0,0
大陸,0,0,0,0,0,0,0,0,0,0
コンチネンタル,0,0,0,0,0,0,0,0,0,0
不測の事態,0,0,0,0,0,0,0,0,0,0
偶発的な,0,1,0,0,0,0,0,0,0,0
継続的な,0,0,0,0,0,0,0,0,0,0
継続的に,0,0,0,0,0,0,0,0,0,0
継続,0,0,0,0,0,0,0,0,0,0
継続,0,1,0,0,0,0,0,0,0,0
継続する,0,1,0,0,0,0,1,0,0,1
続き,0,0,0,0,0,0,0,0,0,0
継続中,0,0,0,0,0,0,0,0,0,0
連続,0,0,0,0,0,0,0,0,0,0
連続,0,0,0,0,0,0,0,0,0,0
継続的に,0,0,0,0,0,0,0,0,0,0
輪郭,0,0,0,0,0,0,1,0,0,0
密輸品,1,0,1,1,0,1,0,0,0,0
契約する,0,0,0,0,0,0,0,0,0,0
契約した,0,0,0,0,0,1,0,0,0,0
収縮性,0,0,0,0,0,0,0,0,0,0
契約中,0,0,0,0,0,0,0,0,0,0
収縮,0,0,0,0,0,0,0,0,0,0
矛盾する,1,0,0,0,0,1,0,0,0,0
矛盾,0,0,0,0,0,1,0,0,0,0
矛盾する,0,0,0,0,0,1,0,0,0,0
逆に,0,0,0,0,0,1,0,0,0,0
対比,0,0,0,0,0,0,0,0,0,0
対照的な,0,0,0,0,0,1,0,0,0,0
違反する,0,0,0,0,0,1,0,0,0,0
違反,0,0,0,0,0,1,0,0,0,0
助ける,0,0,0,0,0,0,1,0,0,0
貢献者,0,0,0,0,0,0,1,0,0,1
わざと,0,0,0,0,0,0,0,0,0,0
コントロール,0,0,0,0,0,0,0,0,0,0
物議を醸す,1,0,0,0,0,1,0,0,0,0
論争,0,0,0,0,0,1,0,0,0,0
難問,0,0,0,0,0,0,0,0,0,0
回復期,0,0,0,0,0,0,0,0,0,0
対流,0,0,0,0,0,0,0,0,0,0
召集する,0,0,0,0,0,0,0,0,0,0
快適,0,0,0,0,0,0,1,0,0,0
便利,0,0,0,0,0,0,0,0,0,0
便利,0,0,0,0,0,0,1,0,0,0
修道院,0,0,0,0,0,0,1,0,0,1
大会,0,0,0,0,0,0,1,0,0,0
従来型,0,0,0,0,0,0,0,0,0,0
収束する,0,0,0,0,0,0,0,0,0,0
収束,0,1,0,0,0,0,0,0,0,0
収束,0,0,0,0,0,0,0,0,0,0
精通,0,0,0,0,0,0,1,0,0,0
会話,0,0,0,0,0,0,0,0,0,0
会話的な,0,0,0,0,0,0,1,0,0,0
会話する,0,0,0,0,0,0,0,0,0,0
会話中,0,0,0,0,0,0,0,0,0,0
変換,0,0,0,0,0,0,0,0,0,0
変換,0,0,0,0,0,0,1,0,0,0
変換された,0,0,0,0,0,0,0,0,0,0
コンバーチブル,0,0,0,0,0,0,0,0,0,0
凸面,0,0,0,0,0,0,0,0,0,0
凸性,0,0,0,0,0,0,0,0,0,0
取り次ぐ,0,0,0,0,0,0,0,0,0,0
運搬,0,0,0,0,0,0,0,0,0,0
運ぶ,0,0,0,0,0,0,0,0,0,1
有罪判決を下す,1,0,1,1,0,1,0,1,0,0
信念,0,0,0,0,0,1,0,0,0,0
納得,0,1,0,0,0,0,1,0,0,1
確信している,0,0,0,0,0,0,0,0,0,1
説得力のある,0,0,0,0,0,0,0,0,0,1
招集,0,0,0,0,0,0,0,0,0,0
複雑な,0,0,0,0,0,0,0,0,0,0
畳み込み,0,0,0,0,0,0,0,0,0,0
コンボイ,0,0,0,0,0,0,0,0,0,0
